Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
5421789;Alprazolam;Alprazolam Labesfal;Comprimido;0.25;mg;60;unidade(s);50001094;3.75;Comercializado;True;;;;;
5343561;Beta-histina;Beta-histina Pharmakern;Comprimido;16;mg;60;unidade(s);50003763;3.88;Comercializado;True;;;;;
9093864;Diazepam;Bialzepam;Cápsula;6;mg;60;unidade(s);50003860;4.10;Comercializado;False;;;;;
3431384;Enalapril + Hidroclorotiazida;Enalapril Hidroclorotiazida Ciclum 20 mg + 12.5 mg Comprimidos;Comprimido;20;mg + 12.5 mg;56;unidade(s);50006231;8.71;Comercializado;True;;;;;
5463955;Esomeprazol;Esomeprazol GP;Comprimido gastrorresistente;20;mg;14;unidade(s);50027107;4.02;Temporariamente indisponível;True;;;;;
5453956;Finasterida;Finasterida Accord;Comprimido revestido por película;5;mg;20;unidade(s);50003496;4.28;False comercializado;True;;;;;
5605290;Levofloxacina;Levofloxacina Pharmakern;Comprimido revestido por película;250;mg;10;unidade(s);50015958;6.17;Comercializado;True;;;;;
5860895;Meloxicam;Meloxicam Tetrafarma;Comprimido;7.5;mg;20;unidade(s);50021010;3.77;Comercializado;True;;;;;
5601539;Moxifloxacina;Moxifloxacina Mylan;Comprimido revestido por película;400;mg;5;unidade(s);50023624;9.44;Comercializado;True;;;;;
8144212;Bussulfano;Myleran;Comprimido revestido por película;2;mg;100;unidade(s);50080075;4.10;False comercializado;False;;;;;
5456892;Nimesulida;Nimesulida Sandoz;Comprimido;100;mg;30;unidade(s);50003216;3.85;Comercializado;True;;;;;
5427521;Rabeprazol;Rabeprazol Zentiva;Comprimido gastrorresistente;10;mg;14;unidade(s);50020820;3.79;Temporariamente indisponível;True;;;;;
5090618;Risperidona;Risperidona Vida;Comprimido revestido por película;2;mg;60;unidade(s);50014927;10.97;Comercializado;True;;;;;
9881706;Colecalciferol;Vigantol;Solução oral;0.5;mg/ml;1;unidade(s) - 10 ml;50089110;4.09;Comercializado;False;;;;;
2248284;Azitromicina;Zithromax;Pó para suspensão oral;40;mg/ml;1;unidade(s) - 15 ml;50018388;4.82;Comercializado;False;;;;;
5166202;Citalopram;Zitolex;Comprimido revestido por película;10;mg;14;unidade(s);50039970;2.58;False comercializado;True;;;;;
5709068;Ácido acetilsalicílico;ASP;Comprimido;100;mg;30;unidade(s);50165429;2.59;Comercializado;False;;;;;
5272620;Candesartan;Candesartan Germed;Comprimido;8;mg;7;unidade(s);50002929;2.59;False comercializado;True;;;;;
5267232;Glucosamina;Dolenio;Comprimido revestido por película;1500;mg;20;unidade(s);50053108;8.35;Comercializado;False;;;;;
5124599;Domperidona;Domperidona Baldacci;Comprimido revestido por película;10;mg;60;unidade(s);50012649;4.09;Comercializado;True;;;;;
9434126;Levotiroxina sódica;Letter;Comprimido;0.1;mg;60;unidade(s);50011081;4.34;Comercializado;False;;;;;
5366612;Montelucaste;Montelucaste Pharmakern;Comprimido para mastigar;5;mg;14;unidade(s);50015540;4.96;Temporariamente indisponível;True;;;;;
5285556;Montelucaste;Montelucaste Sandoz;Comprimido para mastigar;5;mg;14;unidade(s);50015540;4.96;Comercializado;True;;;;;
5459078;Pioglitazona;Pioglitazona Teva Pharma;Comprimido;45;mg;28;unidade(s);50039407;20.54;Comercializado;True;;;;;
8713115;Enalapril + Hidroclorotiazida;Renidur;Comprimido;20;mg + 12.5 mg;60;unidade(s);50006231;9.16;Comercializado;False;;;;;
5028089;Terbinafina;Terbinafina Jaba 250 mg Comprimidos;Comprimido;250;mg;28;unidade(s);50010930;8.89;Comercializado;True;;;;;
2830982;Tramadol;Tramadol Meda 50 mg Cápsulas;Cápsula;50;mg;20;unidade(s);50016717;3.64;Comercializado;True;;;;;
5036207;Venlafaxina;Venlafaxina Germed;Cápsula de libertação prolongada;37.5;mg;30;unidade(s);50038354;4.35;Comercializado;True;;;;;
5344247;Bisoprolol;Bisoprolol Aurobindo;Comprimido revestido por película;5;mg;14;unidade(s);50006193;2.60;False comercializado;True;;;;;
3924487;Carbamazepina;Carbamazepina Wynn;Comprimido;400;mg;20;unidade(s);50025716;2.60;False comercializado;True;;;;;
5441613;Desloratadina;Desloratadina Actavis;Comprimido revestido por película;5;mg;20;unidade(s);50030531;3.47;Comercializado;True;;;;;
5580444;Desloratadina;Desloratadina Alter;Comprimido orodispersível;5;mg;20;unidade(s);50031392;4.35;Comercializado;True;;;;;
5599675;Diclofenac + Misoprostol;Diclofenac + Misoprostol Aurovitas;Comprimido de libertação modificada;75;mg + 0.2 mg;20;unidade(s);50065610;4.12;Temporariamente indisponível;True;;;;;
5917380;Enalapril;Enalapril Bluepharma 20 mg comprimidos;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
5286885;Enalapril;Enalapril cinfa 20 mg comprimidos;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
4335097;Enalapril;Enalapril Farmoz;Comprimido;20;mg;60;unidade(s);50003372;8.67;False comercializado;True;;;;;
5763198;Enalapril;Enalapril Inventis;Comprimido;20;mg;60;unidade(s);50003372;8.67;False comercializado;True;;;;;
5532882;Enalapril;Enalapril Krka;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
3359585;Enalapril;Enalapril Ratiopharm;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
3218286;Enalapril;Enalapril Sandoz;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
5280417;Fluvastatina;Fluvastatina Anova;Cápsula;20;mg;10;unidade(s);50004360;2.60;False comercializado;True;;;;;
9624205;Gentamicina;Gentocil;Pomada oftálmica;3;mg/g;1;unidade(s) - 3.5 g;50008927;4.13;Comercializado;False;;;;;
2415198;Aciclovir;Hermix-Sofex;Creme;50;mg/g;1;unidade(s) - 2 g;50000098;3.30;Comercializado;False;;;;;
5187737;Candesartan + Hidroclorotiazida;Hytacand;Comprimido;32;mg + 25 mg;14;unidade(s);50052454;8.39;Comercializado;False;;;;;
5478011;Lansoprazol;Lansoprazol Mylan;Comprimido orodispersível;30;mg;14;unidade(s);50034235;4.13;Comercializado;True;;;;;
5133087;Pregabalina;Lyrica;Cápsula;25;mg;14;unidade(s);50105302;3.45;Comercializado;False;;;;;
5028261;Meloxicam;Meloxicam Cinfa;Comprimido;7.5;mg;10;unidade(s);50021010;2.60;False comercializado;True;;;;;
5791694;Nimesulida;Nimesulida Basi;Comprimido;100;mg;20;unidade(s);50003208;3.98;Comercializado;True;;;;;
2549798;Enalapril;Prilan;Comprimido;20;mg;60;unidade(s);50003372;8.67;Comercializado;True;;;;;
8732206;Glucose;Soro Glucosado Isotónico;Solução para perfusão;55;mg/ml;1;unidade(s) - 250 ml;50085786;2.60;Comercializado;False;;;;;
5907183;Ramipril + Hidroclorotiazida;Triatec Composto Forte;Comprimido;5;mg + 25 mg;56;unidade(s);50017101;8.32;Comercializado;False;;;;;
5572771;Valsartan + Hidroclorotiazida;Valsartan + Hidroclorotiazida GP;Comprimido revestido por película;80;mg + 12.5 mg;14;unidade(s);50006070;2.60;False comercializado;True;;;;;
9493106;Clonixina;Algimate;Comprimido revestido por película;125;mg;20;unidade(s);50064908;4.15;Comercializado;False;;;;;
5712492;Lorazepam;Ansilor;Comprimido;1;mg;60;unidade(s);50002040;3.77;Comercializado;False;;;;;
5061130;Atorvastatina;Atorvastatina Tecnigen;Comprimido revestido por película;40;mg;28;unidade(s);50018159;4.22;Comercializado;True;;;;;
5295662;Bisoprolol;Bisoprolol Anova;Comprimido;5;mg;20;unidade(s);50006193;2.61;False comercializado;True;;;;;
5859095;Cefixima;Cefixima Generis 400 mg Comprimidos;Comprimido revestido;400;mg;8;unidade(s);50004778;8.42;Comercializado;True;;;;;
5929591;Cefixima;Cefixima Germed 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;8;unidade(s);50004778;8.42;False comercializado;True;;;;;
5853494;Cefixima;Cefixima Labesfal 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;8;unidade(s);50004778;8.42;Temporariamente indisponível;True;;;;;
3244399;Cefixima;Cefixima Mepha 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;8;unidade(s);50004778;8.42;False comercializado;True;;;;;
9514828;Domperidona;Cinet;Comprimido;10;mg;10;unidade(s);50012630;3.06;Comercializado;False;;;;;
9949602;Colquicina;Colchicine;Comprimido;1;mg;40;unidade(s);50068911;8.41;Comercializado;False;;;;;
2317584;Losartan;Cozaar;Comprimido revestido por película;50;mg;14;unidade(s);50006320;4.82;Comercializado;False;;;;;
5714621;Dutasterida;Dutasterida Aurobindo;Cápsula mole;0.5;mg;10;unidade(s);50104268;2.61;False comercializado;True;;;;;
5706296;Finasterida;Finasterida Almus;Comprimido revestido por película;5;mg;10;unidade(s);50003496;3.46;Comercializado;True;;;;;
2908697;Finasterida;Finasterida Farmoz 5 mg Comprimidos Revestidos;Comprimido revestido;5;mg;10;unidade(s);50003496;3.46;Comercializado;True;;;;;
5376587;Finasterida;Finasterida Sandoz;Comprimido revestido por película;5;mg;10;unidade(s);50003496;3.46;False comercializado;True;;;;;
5090329;Fluvastatina;Fluvastatina Sandoz;Cápsula;40;mg;14;unidade(s);50004387;4.14;False comercializado;True;;;;;
5087226;Ibuprofeno;Ibuprofeno Germed;Comprimido revestido por película;400;mg;60;unidade(s);50004263;3.96;Comercializado;True;;;;;
8915223;Digoxina;Lanoxin;Comprimido;0.25;mg;60;unidade(s);50077392;2.61;False comercializado;False;;;;;
2356384;Losartan;Lortaan;Comprimido revestido por película;50;mg;14;unidade(s);50006320;4.82;False comercializado;False;;;;;
5748488;Meloxicam;Meloxicam Aurovitas;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;Temporariamente indisponível;True;;;;;
5860499;Meloxicam;Meloxicam Azevedos;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;Comercializado;True;;;;;
5028279;Meloxicam;Meloxicam Cinfa;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;Comercializado;True;;;;;
5122221;Meloxicam;Meloxicam Dortex;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;False comercializado;True;;;;;
5492681;Meloxicam;Meloxicam Generis 7.5 mg comprimidos;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;Comercializado;True;;;;;
5453097;Meloxicam;Meloxicam GP 7.5 mg Comprimidos;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;Comercializado;True;;;;;
5344296;Meloxicam;Meloxicam GP 7.5 mg Comprimidos;Comprimido;7.5;mg;10;unidade(s);50021010;2.61;False comercializado;True;;;;;
5631981;Meloxicam;Meloxicam ratiopharm;Comprimido;7.5;mg;10;unidade(s);50021010;2.61;False comercializado;True;;;;;
5660287;Meloxicam;Meloxicam Sandoz;Comprimido;7.5;mg;20;unidade(s);50021010;3.80;False comercializado;True;;;;;
9774505;Probutato de hidrocortisona;Pandel;Creme;1;mg/g;1;unidade(s) - 30 g;50081829;4.14;Comercializado;False;;;;;
4397899;Pravastatina;Pravastatina Jaba 10 mg Comprimidos;Comprimido;10;mg;7;unidade(s);50036556;2.61;False comercializado;True;;;;;
4398798;Pravastatina;Pravastatina Pharmakern;Comprimido;10;mg;7;unidade(s);50036556;2.61;False comercializado;True;;;;;
4399697;Pravastatina;Pravastatina Tetrafarma;Comprimido;10;mg;7;unidade(s);50036556;2.61;False comercializado;True;;;;;
9424101;Cetoprofeno;Profenid;Supositório;100;mg;12;unidade(s);50083309;4.14;Comercializado;False;;;;;
5447800;Quetiapina;Quetiapina Azevedos;Comprimido de libertação prolongada;50;mg;10;unidade(s);50049615;2.61;False comercializado;True;;;;;
9553032;Trimetazidina;Vastarel;Comprimido revestido;20;mg;20;unidade(s);50017420;4.47;Comercializado;False;;;;;
3994480;Zolpidem;Zolpidem Teva;Comprimido revestido por película;10;mg;14;unidade(s);50006380;2.61;False comercializado;True;;;;;
5422084;Alprazolam;Alprazolam Generis 0.25 mg Comprimidos;Comprimido;0.25;mg;60;unidade(s);50001094;3.79;Comercializado;True;;;;;
5616255;Atorvastatina;Atorvastatina Aurobindo;Comprimido revestido por película;40;mg;28;unidade(s);50018159;4.23;Comercializado;True;;;;;
5251566;Atorvastatina;Atorvastatina Tavitan;Comprimido revestido por película;10;mg;14;unidade(s);50017985;3.34;False comercializado;True;;;;;
5571708;Drospirenona + Etinilestradiol;Betroa;Comprimido revestido por película;3;mg + 0.02 mg;84;unidade(s);50050036;8.97;False comercializado;True;;;;;
5408232;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Zentiva;Comprimido;16;mg + 12.5 mg;56;unidade(s);50024981;6.50;Comercializado;True;;;;;
3076080;Ciprofloxacina;Ciprofloxacina Ciclum;Comprimido revestido por película;250;mg;16;unidade(s);50004565;6.55;Comercializado;True;;;;;
5052709;Gliclazida;Gliclazida Alter;Comprimido de libertação prolongada;30;mg;20;unidade(s);50029231;2.62;False comercializado;True;;;;;
3968187;Mononitrato de isossorbida;Imdur;Comprimido de libertação prolongada;60;mg;10;unidade(s);50009729;4.34;Comercializado;False;;;;;
8708206;Lisinopril;Zestril - 5;Comprimido;5;mg;14;unidade(s);50007483;3.93;Comercializado;False;;;;;
5340195;Alfuzosina;Alfuzosina Mepha 5 mg Comprimidos de libertação prolongada;Comprimido de libertação prolongada;5;mg;20;unidade(s);50003526;4.18;Comercializado;True;;;;;
5193024;Candesartan + Hidroclorotiazida;Blopress;Comprimido;32;mg + 25 mg;14;unidade(s);50052454;8.47;Comercializado;False;;;;;
9749580;Cloreto de sódio;Cloreto de Sódio 0.9% Labesfal;Solução injetável;9;mg/ml;1;unidade(s) - 250 ml;50005685;2.63;False comercializado;False;;;;;
9948307;Cloranfenicol;Clorocil;Colírio. solução;8;mg/ml;1;unidade(s) - 5 ml;50068725;4.18;Comercializado;False;;;;;
5145164;Deflazacorte;Deflazacorte Ciclum;Comprimido;6;mg;20;unidade(s);50015109;4.18;Comercializado;True;;;;;
5044193;Diltiazem;Diltiazem Mylan;Cápsula de libertação prolongada;120;mg;60;unidade(s);50009222;8.50;Comercializado;True;;;;;
5037106;Ebastina;Ebastina Generis;Comprimido revestido por película;10;mg;20;unidade(s);50026542;4.18;Comercializado;True;;;;;
9685602;Complexo hidróxido férrico-polimaltose;Ferrum Hausmann;Comprimido para mastigar;357;mg;20;unidade(s);50072595;4.17;Comercializado;False;;;;;
5022330;Fosinopril + Hidroclorotiazida;Fosinopril + Hidroclorotiazida Aurovitas;Comprimido;20;mg + 12.5 mg;50;unidade(s);50008560;9.10;Comercializado;True;;;;;
5643515;Glucosamina;Gluart;Comprimido revestido por película;750;mg;60;unidade(s);50054090;8.50;Comercializado;False;;;;;
5747886;Ibuprofeno;Ibuprofeno Ciclum;Comprimido revestido por película;600;mg;60;unidade(s);50004298;4.23;Comercializado;True;;;;;
5518485;Naproxeno;Naproxeno Generis 500 mg Comprimidos;Comprimido;500;mg;20;unidade(s);50014773;4.18;Comercializado;True;;;;;
5176342;Omeprazol;Omeprazol Vir;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;4.62;False comercializado;True;;;;;
5082839;Pantoprazol;Pantoprazol Braiter;Comprimido gastrorresistente;20;mg;10;unidade(s);50019813;3.31;Comercializado;True;;;;;
5082730;Pantoprazol;Pantoprazol Tetrafarma;Comprimido gastrorresistente;20;mg;10;unidade(s);50019813;3.31;Comercializado;True;;;;;
9487421;Naproxeno;Reuxen;Supositório;250;mg;12;unidade(s);50014811;4.17;Comercializado;False;;;;;
9276154;Clomipramina;Anafranil;Comprimido revestido;10;mg;20;unidade(s);50065084;2.64;False comercializado;False;;;;;
5272927;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Germed;Comprimido;8;mg + 12.5 mg;7;unidade(s);50019449;2.64;False comercializado;True;;;;;
2201184;Tiocolquicosido;Coltramyl;Solução injetável;4;mg/2 ml;6;unidade(s) - 2 ml;50006134;4.19;Comercializado;False;;;;;
5043336;Deflazacorte;Deflazacorte Acizan;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5158456;Deflazacorte;Deflazacorte Almus;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5144571;Deflazacorte;Deflazacorte Alter;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5158415;Deflazacorte;Deflazacorte Cinfa;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5043237;Deflazacorte;Deflazacorte Farmoz;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5146832;Deflazacorte;Deflazacorte Generis;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5218425;Deflazacorte;Deflazacorte GP;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5043435;Deflazacorte;Deflazacorte J. Neves;Comprimido;6;mg;20;unidade(s);50015109;4.19;False comercializado;True;;;;;
5158514;Deflazacorte;Deflazacorte Ratiopharm;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5158555;Deflazacorte;Deflazacorte Tolife;Comprimido;6;mg;20;unidade(s);50015109;4.19;Comercializado;True;;;;;
5811088;Domperidona;Domperidona Azevedos;Comprimido;10;mg;60;unidade(s);50012649;4.14;Temporariamente indisponível;True;;;;;
5105085;Domperidona;Domperidona Mylan;Comprimido revestido por película;10;mg;60;unidade(s);50012649;4.14;Comercializado;True;;;;;
5431093;Domperidona;Domperidona ToLife;Comprimido;10;mg;60;unidade(s);50012649;4.14;Comercializado;True;;;;;
5469804;Escitalopram;Escitalopram Alter Genéricos;Comprimido revestido por película;10;mg;14;unidade(s);50036300;3.48;Comercializado;True;;;;;
9298265;Lorazepam;Lorsedal;Comprimido;1;mg;60;unidade(s);50002040;3.80;Comercializado;False;;;;;
2276889;Felodipina;Preslow;Comprimido de libertação prolongada;5;mg;14;unidade(s);50014196;4.82;Comercializado;False;;;;;
5121033;Ramipril;Ramipril Bluepharma;Comprimido;1.25;mg;10;unidade(s);50016997;2.64;False comercializado;True;;;;;
5089016;Trazodona;Trazodona Labesfal;Comprimido;50;mg;20;unidade(s);50048759;2.64;False comercializado;True;;;;;
5408109;Valsartan + Hidroclorotiazida;Valsartan + Hidroclorotiazida Alter Genéricos;Comprimido revestido por película;160;mg + 12.5 mg;14;unidade(s);50038389;4.12;Comercializado;True;;;;;
5422183;Alprazolam;Alprazolam Generis 0.5 mg Comprimidos;Comprimido;0.5;mg;60;unidade(s);50001043;3.86;Comercializado;True;;;;;
2584282;Alprazolam;Alprazolam Mylan;Comprimido;0.5;mg;60;unidade(s);50001043;3.86;Comercializado;True;;;;;
4460697;Cetirizina;Cetirizina Histacet 10 mg Comprimidos Revestidos;Comprimido revestido;10;mg;20;unidade(s);50018817;3.70;Comercializado;True;;;;;
5582150;Citalopram;Citalopram Generis;Comprimido revestido por película;10;mg;28;unidade(s);50039989;2.65;False comercializado;True;;;;;
5582168;Citalopram;Citalopram Generis;Comprimido revestido por película;10;mg;56;unidade(s);50039997;4.20;Comercializado;True;;;;;
8692822;Fluconazol;Diflucan 150;Cápsula;150;mg;1;unidade(s);50006878;4.70;Comercializado;False;;;;;
3501897;Oxcarbazepina;Epilfarmo;Comprimido;300;mg;10;unidade(s);50072226;2.65;False comercializado;False;;;;;
5090279;Fluvastatina;Fluvastatina Sandoz;Cápsula;20;mg;14;unidade(s);50004360;3.99;False comercializado;True;;;;;
5127774;Fluvastatina;Fluvastatina Teva;Cápsula;20;mg;14;unidade(s);50004360;3.99;Comercializado;True;;;;;
9775023;Acarbose;Glucobay;Comprimido;100;mg;50;unidade(s);50009001;8.55;Temporariamente indisponível;False;;;;;
5829890;Furosemida;Lasix Retard;Cápsula de libertação prolongada;60;mg;60;unidade(s);50010999;8.56;Comercializado;False;;;;;
5431523;Levetiracetam;Levetiracetam Tolife;Comprimido revestido por película;250;mg;20;unidade(s);50027662;5.36;Comercializado;True;;;;;
5815683;Gabapentina;Neurontin;Cápsula;300;mg;60;unidade(s);50013122;11.15;Comercializado;False;;;;;
5681515;Quetiapina;Quetiapina Generis;Comprimido de libertação prolongada;300;mg;10;unidade(s);50049739;8.67;Comercializado;True;;;;;
5124573;Ramipril;Ramipril Jaba;Comprimido;1.25;mg;10;unidade(s);50016997;2.65;False comercializado;True;;;;;
9783100;Ranitidina;Ranitidina Almus;Comprimido revestido;150;mg;10;unidade(s);50003976;3.46;Comercializado;True;;;;;
4261590;Ranitidina;Ranitidina Farmoz 150 mg Comprimidos Revestidos;Comprimido revestido;150;mg;10;unidade(s);50003976;3.46;Comercializado;True;;;;;
5763891;Alprazolam;Unilan;Comprimido;0.5;mg;60;unidade(s);50001043;3.86;Comercializado;True;;;;;
5053541;Domperidona;Domperidona Aurovitas;Comprimido;10;mg;60;unidade(s);50012649;4.16;Comercializado;True;;;;;
5679477;Dutasterida;Dutasterida Ciclum;Cápsula mole;0.5;mg;10;unidade(s);50104268;3.98;Comercializado;True;;;;;
5293733;Esomeprazol;Esomeprazol Ciclum;Cápsula gastrorresistente;20;mg;14;unidade(s);50027107;4.10;Comercializado;False;;;;;
5351333;Esomeprazol;Esomeprazol toLife;Comprimido gastrorresistente;20;mg;14;unidade(s);50027107;4.10;Comercializado;False;;;;;
8438325;Indapamida;Fludex;Comprimido revestido;2.5;mg;15;unidade(s);50008390;4.62;Comercializado;False;;;;;
4279295;Fluoxetina;Fluoxetina Almus;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
4278990;Fluoxetina;Fluoxetina Farmoz 20 mg Cápsulas;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
4431680;Fluoxetina;Fluoxetina Germed 20 mg cápsula;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
4431383;Fluoxetina;Fluoxetina Labesfal 20 mg cápsulas duras;Cápsula;20;mg;10;unidade(s);50006894;3.46;False comercializado;True;;;;;
4910790;Fluoxetina;Fluoxetina Mepha;Cápsula;20;mg;10;unidade(s);50006894;3.46;False comercializado;True;;;;;
4008785;Fluoxetina;Fluoxetina Mylan;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
4509980;Fluoxetina;Fluoxetina Salipax 20 mg Cápsulas;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
5151485;Fluoxetina;Fluoxetina Sandoz 20 mg Cápsulas;Cápsula;20;mg;10;unidade(s);50006894;3.46;False comercializado;True;;;;;
5223086;Fluoxetina;Fluoxetina toLife 20 mg cápsulas;Cápsula;20;mg;10;unidade(s);50006894;3.46;Comercializado;True;;;;;
4142295;Fluoxetina;Fluoxetina Wynn;Cápsula;20;mg;10;unidade(s);50006894;3.46;False comercializado;True;;;;;
8701607;Ácido fusídico;Fucithalmic;Gel oftálmico;10;mg/g;1;unidade(s) - 5 g;50073680;4.23;Comercializado;False;;;;;
5450861;Ibuprofeno;Ib-u-ron;Comprimido revestido por película;600;mg;60;unidade(s);50004298;4.26;Comercializado;False;;;;;
5218557;Ibuprofeno;Ibuprofeno Betude;Comprimido revestido por película;600;mg;60;unidade(s);50004298;4.26;Comercializado;True;;;;;
8139303;Verapamilo;Isoptin;Solução injetável;5;mg/2 ml;6;unidade(s) - 2 ml;50077007;2.66;False comercializado;False;;;;;
5244215;Montelucaste;Montelucaste Wynn;Comprimido revestido por película;10;mg;14;unidade(s);50015451;2.66;False comercializado;True;;;;;
5244124;Montelucaste;Montelucaste Wynn;Comprimido para mastigar;5;mg;14;unidade(s);50015540;2.66;False comercializado;True;;;;;
5693262;Olmesartan medoxomilo;Olmesartan medoxomilo Farmoz;Comprimido revestido por película;40;mg;28;unidade(s);50104870;7.77;Comercializado;True;;;;;
5374202;Risperidona;Risperidona Mylan;Comprimido revestido por película;3;mg;60;unidade(s);50014935;16.21;Comercializado;True;;;;;
5496716;Ropinirol;Ropinirol Labesfal LP;Comprimido de libertação prolongada;4;mg;84;unidade(s);50048880;34.57;Comercializado;True;;;;;
2274892;Cetoconazol;Tedol;Creme;20;mg/g;1;unidade(s) - 30 g;50013173;4.23;Comercializado;False;;;;;
5461439;Valsartan + Hidroclorotiazida;Valsartan + Hidroclorotiazida Pressiter;Comprimido revestido por película;80;mg + 12.5 mg;14;unidade(s);50006070;3.96;Comercializado;True;;;;;
5610639;Amlodipina + Candesartan;Amlodipina + Candesartan Zentiva;Comprimido;5;mg + 8 mg;14;unidade(s);50146238;8.61;Comercializado;False;;;;;
9446252;Cefradina;Cefradur;Pó e solvente para solução injetável;1000;mg/10 ml;1;unidade(s) - 10 ml;50090739;2.67;False comercializado;False;;;;;
5654942;Enalapril + Lercanidipina;Enalapril + Lercanidipina Alter;Comprimido revestido por película;10;mg + 10 mg;56;unidade(s);50116304;8.57;Comercializado;True;;;;;
5634266;Enalapril + Lercanidipina;Enalapril + Lercanidipina Teva;Comprimido revestido por película;10;mg + 10 mg;56;unidade(s);50116304;8.57;Comercializado;True;;;;;
8438341;Indapamida;Fludex LP;Comprimido de libertação prolongada;1.5;mg;30;unidade(s);50008420;5.00;Comercializado;False;;;;;
4820288;Gabapentina;Gabapentina Alter;Cápsula;100;mg;20;unidade(s);50013114;2.67;False comercializado;True;;;;;
5561386;Gabapentina;Gabapentina Teva;Cápsula;100;mg;20;unidade(s);50013114;2.67;False comercializado;True;;;;;
5590690;Levofloxacina;Levofloxacina Almus;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5095336;Levofloxacina;Levofloxacina Aurovitas;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5123211;Levofloxacina;Levofloxacina Ciclum;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5589999;Levofloxacina;Levofloxacina Cinfa;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5606793;Levofloxacina;Levofloxacina Farmoz 500 mg Comprimidos;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5055561;Levofloxacina;Levofloxacina Generis;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5355664;Levofloxacina;Levofloxacina Germed;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Temporariamente indisponível;True;;;;;
5604194;Levofloxacina;Levofloxacina Loxadin 500 mg Comprimidos;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5190434;Levofloxacina;Levofloxacina Mylan;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
5161146;Levofloxacina;Levofloxacina Teva;Comprimido revestido por película;500;mg;7;unidade(s);50016032;5.48;Comercializado;True;;;;;
9651505;Metoclopramida;Metoclopramida Medinfar;Comprimido;10;mg;20;unidade(s);50079395;2.67;False comercializado;False;;;;;
5948385;Mirtazapina;Mirtazapina Azevedos;Comprimido orodispersível;15;mg;20;unidade(s);50032127;4.41;Temporariamente indisponível;True;;;;;
5474564;Paracetamol;Paracetamol Alter;Comprimido;1000;mg;27;unidade(s);50013904;2.67;False comercializado;True;;;;;
8644815;Albendazol;Zentel;Comprimido;400;mg;1;unidade(s);50089579;4.24;Comercializado;False;;;;;
5716998;Alprazolam;Alprazolam Bluepharma 0.25 mg Comprimidos;Comprimido;0.25;mg;60;unidade(s);50001094;3.85;Comercializado;True;;;;;
